,0,1,2,3,4,5
2016-07-19,28.31375,44.32600000000001,27.992142857142856,25.28333333333333,43.78125,32.93714285714286
2016-07-20,39.824444444444445,35.04600000000001,36.243999999999986,41.57285714285714,34.050000000000004,35.150000000000006
2016-07-21,37.3475,34.629999999999995,40.92,33.169753968253964,36.552597222222225,36.39717027417028
2016-07-22,29.667777777777776,35.05444444444444,36.338,32.048333333333325,34.07999999999999,45.33833333333333
2016-07-23,35.648,33.693333333333335,31.994444444444444,31.906666666666666,43.028000000000006,39.01
2016-07-24,34.132000000000005,42.565,20.5775,32.70733333333333,34.68900000000001,33.303000000000004
2016-07-25,27.87,26.409230769230764,44.43571428571429,35.5,29.68733333333334,32.64454545454546
2016-07-26,29.68777777777777,35.150000000000006,44.70461538461538,41.19619047619047,34.77428571428571,31.982666666666667
2016-07-27,37.436,45.28625,26.621,33.555,33.70400000000001,31.120909090909084
2016-07-28,52.1,69.64833333333333,58.265833333333326,67.42230769230768,77.5330769230769,57.11071428571428
2016-07-29,76.314,60.437,52.319090909090896,53.82999999999999,48.98,60.69785714285714
2016-07-30,68.03666666666668,65.9725,36.534000000000006,66.69,48.16818181818182,45.821250000000006
2016-07-31,41.426,56.43833333333333,40.988,57.151666666666664,47.910000000000004,52.893750000000004
2016-08-01,52.510000000000005,47.30777777777778,45.88500000000001,43.99,46.175,44.16833333333333
2016-08-02,39.43333333333334,34.00545454545455,52.510000000000005,43.975,52.06909090909091,59.965714285714284
2016-08-03,71.0325,41.019999999999996,60.56333333333333,81.4525,49.85916666666666,52.33833333333333
2016-08-04,57.019999999999996,38.38,43.32,57.14875000000001,37.41894736842104,39.01428571428572
2016-08-05,64.05285714285715,60.080000000000005,62.535714285714285,40.324444444444445,30.493750000000006,37.71857142857142
2016-08-06,58.88857142857143,21.855,50.397272727272714,43.346666666666664,40.542,44.637963789682544
2016-08-07,50.99,38.447500000000005,55.589,29.238,54.69,43.025555555555556
2016-08-08,56.254999999999995,50.53444444444444,41.72571428571428,54.382,85.52888888888889,52.2925
2016-08-09,41.854,27.205,69.21111111111111,62.596000000000004,44.92,38.81
2016-08-10,50.94990318362193,42.99091765873017,44.75416666666666,43.292,45.46625,33.93875
2016-08-11,70.91555555555556,80.83111111111113,43.419999999999995,77.122,40.7,35.662727272727274
2016-08-12,49.91818181818182,52.33571428571429,46.33125,53.673,72.65272727272728,46.346923076923076
