,0,1,2,3,4,5,6,7,8,9,10,11
2016-07-19,9.116666666666667,10.337999999999997,10.534166666666666,10.411666666666667,10.441428571428572,9.67,9.836666666666668,10.106666666666667,8.918000000000001,8.25,10.57,10.625
2016-07-20,13.263333333333334,11.953333333333333,10.608958333333334,9.286666666666667,12.682500000000001,11.115,14.325,10.27,10.355,9.744,16.87,11.383333333333335
2016-07-21,11.366666666666667,8.690000000000001,10.575,13.89,11.88,8.61,12.31,10.578333333333333,9.459999999999999,8.65,12.4125,9.29
2016-07-22,7.64,8.79,10.298303571428571,19.97,11.39,8.190000000000001,9.295,10.578333333333333,8.1275,8.59,9.33,14.01
2016-07-23,8.37,14.78,10.493333333333332,9.516666666666666,12.308333333333332,11.46,13.92,12.455,9.474,9.745000000000001,9.1,16.22
2016-07-24,9.625,11.111041666666665,10.833333333333334,10.9825,11.305,9.0,9.524999999999999,7.85,10.456666666666667,12.82,10.16,10.900208333333333
2016-07-25,10.023333333333333,10.55,9.26,10.295,6.48,8.712857142857143,10.7,12.21,9.922,8.58,14.73,9.09
2016-07-26,7.970000000000001,8.4925,9.783333333333333,11.020208333333331,9.6825,9.71,9.899285714285714,10.552976190476189,10.309999999999999,10.840000000000002,10.715476190476192,9.305
2016-07-27,8.45,10.1425,9.83,12.85,9.7425,8.885,9.27,12.23,9.700000000000001,10.933750000000002,14.775,6.99
2016-07-28,8.25,15.49,11.016666666666666,8.1725,9.186666666666667,10.94,10.175,10.191622023809522,7.97,14.23,7.81,10.913333333333332
2016-07-29,8.66,8.7,8.184999999999999,8.665,11.29,10.826666666666668,10.238244047619048,9.435,9.613333333333335,9.405,9.103333333333333,10.070625000000001
2016-07-30,9.314583333333335,8.7,9.39,7.71,9.763333333333334,9.87,6.41,9.1125,8.646666666666667,12.51,10.727663690476192,11.906666666666666
2016-07-31,10.659999999999998,11.876666666666667,11.073333333333332,12.889999999999999,11.652000000000001,10.85,14.280000000000001,7.9325,17.035,9.34,12.7475,13.97
2016-08-01,9.629999999999999,10.19,12.38,9.803333333333333,8.27,9.623999999999999,10.735,12.21,11.485,4.19,9.52,9.66
2016-08-02,11.666666666666666,9.713333333333335,12.5,8.965,8.645,8.58,10.436666666666667,10.414761904761905,10.676666666666668,12.742,10.29,8.73
2016-08-03,9.23,9.9175,12.19,9.225,14.045,9.295000000000002,9.366666666666667,10.893333333333333,9.35,8.04,10.86,14.370000000000001
2016-08-04,12.26,10.575,10.861428571428572,10.61,10.36,9.82,12.530000000000001,11.340799319727893,14.04,10.44,19.69,9.265
2016-08-05,11.698333333333332,9.696666666666667,10.58,9.16,11.367999999999999,11.14,17.52,13.73,11.539880952380953,9.5,9.309999999999999,10.64
2016-08-06,10.28,11.845833333333333,10.495000000000001,9.082222222222223,5.890000000000001,9.836666666666666,13.03,9.59,10.879999999999999,14.89,9.293333333333335,10.76857142857143
2016-08-07,10.323333333333332,11.54392857142857,14.03,9.082936507936507,10.445,10.03,12.754761904761905,14.615,11.082500000000001,11.174166666666666,11.284,11.33107142857143
2016-08-08,11.126666666666665,12.592500000000001,9.933333333333334,9.062641723356009,10.70042857142857,10.489583333333332,12.841741071428572,12.3479713313897,11.347896825396825,11.144166666666665,12.36,9.52
2016-08-09,10.495238095238095,18.58,18.005,8.82,16.01,12.47,12.15,17.18,13.265,13.905000000000001,8.995000000000001,10.545
2016-08-10,10.323367346938776,11.914265873015871,9.16,7.713333333333334,10.645904761904761,11.629999999999999,12.286666666666667,12.285495221898282,10.475056689342404,11.464761904761904,18.12,12.31
2016-08-11,7.345,7.6,12.54,8.97,10.525,9.52,12.4,10.83,7.28,10.27,12.086466666666666,13.23
2016-08-12,10.24,9.323333333333332,12.17,9.211567865241335,10.305,9.469999999999999,10.0625,9.15,10.457244189342404,7.83,11.8283,10.309999999999999
2016-08-13,12.453333333333333,10.612933201058201,12.216,10.845,10.328938775510204,9.37,10.958645833333334,12.010099044379656,9.16,10.708061224489796,11.468300000000001,11.459
2016-08-14,9.841671525753158,9.432218915343915,10.6835,10.72,9.507688775510204,10.531249999999998,12.62,10.976118853255588,10.31,11.04,9.673333333333334,11.6418
2016-08-15,10.010625607385812,8.77,10.613976190476192,8.35,9.79,10.57,10.42,10.498202982939207,11.53,10.626666666666665,11.3402,11.531799999999999
2016-08-16,11.615,7.49,10.267726190476191,9.781890647415429,6.76,11.546666666666667,9.1,10.605,10.29,9.82,9.735,10.9
2016-08-17,9.03,9.596269014550264,9.205,9.466666666666667,8.266666666666667,12.2,8.63,10.94957014676241,10.09,9.976621315192743,9.84,11.388766666666667
2016-08-18,7.885,10.315000000000001,8.81,10.61,9.44,9.943333333333333,8.955,10.772815330492868,10.55,9.944041140265629,10.628361904761904,11.37706111111111
2016-08-19,11.675,8.57,8.673333333333334,9.376426219013682,10.38,9.69,9.105,9.418,10.255714285714285,6.91,14.75,11.649999999999999
2016-08-20,8.0,12.03,9.77,9.27,9.585,11.0275,9.115833333333335,10.787077095451057,8.68,10.754999999999999,10.38,11.15
2016-08-21,8.37,9.55,9.61,9.725441840811479,9.701666666666666,13.65,9.844999999999999,12.19,10.11,9.869277075909729,8.68,11.023165555555556
2016-08-22,10.41,9.94297619047619,7.45,9.824608507478144,9.95809523809524,10.370000000000001,9.788472222222222,10.167578485188786,10.54,10.48,11.109590476190476,10.950045333333334
2016-08-23,8.1425,9.732976190476192,9.79,8.78,7.61,9.49,9.06,10.046531116127968,9.676785714285714,11.15,11.22989761904762,10.864642177777778
2016-08-24,8.691071428571428,8.59,12.22,9.795,12.02,11.33,10.091861111111111,10.750197782794634,9.320255102040816,11.099855415181946,10.349872023809525,10.707570613333335
2016-08-25,8.125,8.6425,10.481,10.78,10.97,11.402,12.65,7.67,9.411720116618074,11.168826498218335,10.342340029761905,9.55
2016-08-26,9.14,11.903333333333334,10.334333333333333,10.260000000000002,10.773619047619047,10.9524,9.655055555555558,10.454861476822277,7.94,13.245000000000001,10.757925037202382,10.518064531111111
2016-08-27,8.65,8.635,13.335,11.035,13.31,11.06888,9.632819444444445,10.512318075148976,10.535,11.018736382680055,10.670008677455357,10.410069330555556
2016-08-28,8.487678571428571,10.686666666666667,10.838388888888888,9.715000000000002,11.78672380952381,12.17,9.744724206349206,13.64,7.76,10.992483659216068,10.530036442057293,10.073140895
2016-08-29,8.527525510204082,9.8655,10.38481746031746,9.655000000000001,11.01922380952381,10.543602222222225,9.05,10.221435910394252,8.739344023323616,10.46917442335241,10.528062037295388,9.968545792777777
2016-08-30,7.71,9.46,8.73,7.4,11.02742777777778,10.518316507936508,7.29,10.340602577060917,9.22072400388727,10.352565744208087,10.469338699001737,10.152831507063492
2016-08-31,8.37002915451895,9.373433333333335,10.404029478458048,9.135714285714286,11.069729232804233,10.456304580498866,9.373696712018141,10.32155942710069,9.434178004535148,8.43,10.598206550829968,9.894323440674604
2016-09-01,8.61,9.521120000000002,9.93,9.02,11.86,7.883333333333334,9.843333333333334,8.83,9.250707671957672,9.627746260968081,10.393205466148048,9.18
2016-09-02,8.97,9.266675555555556,9.045,9.375,7.415,9.785,9.487432863621638,9.99979970207941,8.05,7.96,10.34,10.08
2016-09-03,8.367147022074136,8.22,10.565,9.120102040816326,9.833415057319225,11.225000000000001,9.96,8.385,12.3,9.30218742931088,9.99,10.84
2016-09-04,7.635,9.096604126984127,9.681766115970197,7.75,9.52092537477954,9.730900654356983,10.094999999999999,9.788294891147512,9.849983668070404,9.15,11.66,8.45
2016-09-05,8.35,8.99679996031746,9.655726716877227,11.515,9.216959220679012,9.006666666666666,10.182908274619372,11.54,9.714461417503509,10.04,9.03,10.0575
2016-09-06,8.994196949187838,9.16,9.45,9.341123866213152,8.865,9.54,10.8,10.36,10.856666666666667,10.33089842866386,8.135,8.54
2016-09-07,8.925,6.725,10.115,9.645,8.763333333333334,9.99834174846129,9.8,8.55,9.843333333333335,9.555,9.315,10.035
2016-09-08,9.76,11.41,8.263333333333334,10.07,8.840000000000002,10.219999999999999,10.31,10.32,9.215,12.344999999999999,9.765,11.085
2016-09-09,10.275,8.575000000000001,10.195714285714287,7.355,8.638000000000002,10.399999999999999,11.1675,8.87,8.35,9.545,10.405000000000001,12.25
2016-09-10,9.671428571428573,9.695,10.778,9.898888888888889,12.156666666666666,9.8075,11.02,9.646,12.545000000000002,14.75,9.625,10.182500000000001
2016-09-11,12.708,11.049999999999999,12.212,9.754999999999999,9.978,10.056666666666665,10.895714285714286,10.553333333333333,12.379999999999999,11.395,12.375,6.02
2016-09-12,8.243333333333334,9.466249999999999,9.056666666666667,8.452000000000002,10.549999999999999,10.166,9.465,8.746,10.535,9.41,10.003333333333332,8.203333333333333
2016-09-13,9.532499999999999,9.865,11.14,8.64,10.35,9.656666666666666,9.733333333333334,9.23,10.91095238095238,10.513541666666667,9.17,9.5875
2016-09-14,8.98,8.92142857142857,9.5125,8.895714285714286,8.694285714285714,9.067499999999999,10.693333333333333,10.373333333333333,9.86,8.655000000000001,10.71,9.409999999999998
2016-09-15,11.205,11.306666666666667,11.052499999999998,11.699999999999998,12.476666666666665,9.95,12.530000000000001,9.245000000000001,11.25720238095238,12.15,13.11,8.818214285714287
2016-09-16,10.267499999999998,11.738333333333335,9.55,9.817499999999999,11.725000000000001,10.355,10.125,9.04,11.536666666666667,10.013333333333334,5.135,8.775000000000002
2016-09-17,11.525,15.92,11.487499999999999,10.51142857142857,10.748000000000001,10.981250000000001,8.9375,9.385000000000002,11.17,8.19,8.57,8.425
2016-09-18,11.080000000000002,9.771666666666667,8.142,8.921249999999999,9.748333333333333,10.755,9.518333333333333,10.866666666666667,11.805,11.393333333333336,11.524999999999999,11.306666666666667
2016-09-19,8.9,9.370000000000001,9.65168253968254,8.155000000000001,10.5375,8.620000000000001,8.95,10.365,11.86,10.168666666666667,12.13,9.866651785714287
2016-09-20,9.956666666666665,9.7,9.132000000000001,9.167494543650793,8.25,8.575000000000001,11.004999999999999,8.375,10.411666666666665,10.294,11.969999999999999,9.57
2016-09-21,7.8125,9.895,8.988571428571428,7.045,8.713750000000001,9.866,11.1,8.983333333333333,10.309999999999999,10.51,5.68,12.17
2016-09-22,11.239999999999998,11.9825,8.918666666666665,9.41,8.054,10.69142857142857,9.24,9.085,10.080208333333333,8.63,10.256333333333334,11.045
2016-09-23,9.145833333333334,9.42,9.94222222222222,9.717777777777776,8.304285714285715,8.4,9.32,6.66,8.32,10.26870833333333,7.465,8.823333333333332
2016-09-24,11.61,11.038,10.276666666666666,9.762000000000002,9.385,8.78142857142857,11.343333333333334,9.718333333333334,7.88,11.972,8.886666666666668,12.035
2016-09-25,10.9325,10.814,10.43153846153846,9.61875,10.852,10.908235294117647,11.898333333333333,9.41,10.105,8.465,12.823999999999998,11.985
2016-09-26,8.956,10.886666666666665,8.725714285714286,11.192,9.389090909090909,10.227870348139254,9.195,9.943333333333333,9.950000000000001,9.62,11.57,9.129999999999999
2016-09-27,10.455,11.319999999999999,10.23,10.095454545454546,8.4975,11.71,11.549999999999999,10.125,10.655000000000001,12.49,9.74,9.56
2016-09-28,9.93,9.654444444444444,9.55,11.079999999999998,9.746666666666668,10.652,9.742222222222221,9.61,12.385,13.095000000000002,9.815000000000001,8.625
2016-09-29,9.120000000000001,10.1025,10.685,10.273333333333333,10.823333333333332,10.127777094171002,9.77,9.77,10.180677083333332,10.395330357142857,10.235,9.76
2016-09-30,10.610000000000001,10.055,10.125000000000002,9.31076923076923,9.42222222222222,10.452,10.503333333333336,10.877142857142857,9.946666666666667,9.372,13.763333333333334,10.283333333333333
2016-10-01,9.464285714285712,9.712857142857143,9.95875,9.583000000000002,9.444999999999999,9.186,11.136666666666665,9.555714285714288,7.645,8.925999999999998,10.626,10.734
2016-10-02,8.712499999999999,10.036666666666667,10.068333333333333,10.356666666666667,8.538,8.275,10.579000000000002,9.133333333333333,10.30125,10.167499999999999,10.566666666666666,10.6575
2016-10-03,9.717500000000001,9.981428571428571,10.64,10.121111111111112,9.856,9.611111111111112,9.524166666666666,8.784285714285716,10.4575,11.027142857142858,9.742,10.07
2016-10-04,8.715,10.525714285714287,9.599999999999998,9.831249999999999,10.092142857142857,10.320909090909092,10.446666666666665,8.120000000000001,11.803999999999998,10.857142857142858,8.92,10.831666666666669
2016-10-05,10.114090909090908,9.045882352941177,9.632142857142856,9.961428571428572,9.712222222222222,10.682222222222224,9.826666666666668,9.421666666666667,9.4175,10.19,9.803333333333333,10.59
2016-10-06,9.473333333333334,8.243333333333334,10.186,9.666666666666666,9.95111111111111,9.395,11.36,12.28,10.385,9.575,9.215,12.14
2016-10-07,11.0225,11.676666666666668,10.780000000000001,9.41,11.196666666666667,14.595,10.755,12.26,11.906666666666666,11.850000000000001,9.186666666666667,11.07
2016-10-08,8.950000000000001,9.274999999999999,10.19,8.502500000000001,9.437142857142858,9.028571428571428,10.36,10.818333333333333,8.445,8.440000000000001,11.399999999999999,9.37
2016-10-09,9.186666666666666,14.25,10.28,10.086666666666668,9.075999999999999,10.020000000000001,10.68,11.115,8.506666666666666,10.36,9.16,11.004999999999999
2016-10-10,8.67,9.382000000000001,9.013333333333334,9.533333333333333,10.1375,10.23,10.063333333333334,9.426666666666668,9.11,9.085,11.030000000000001,11.18
2016-10-11,8.530000000000001,8.629999999999999,10.6525,8.97,9.879,9.04111111111111,8.715,13.72,10.2425,9.76,9.58,10.982833333333332
2016-10-12,9.295,10.254285714285714,8.486666666666666,7.5120000000000005,9.889999999999999,10.665,7.92,9.748000000000001,10.14,11.515,10.240916666666667,10.629999999999999
2016-10-13,10.983333333333334,10.419999999999998,10.16,9.922500000000001,9.68909090909091,8.510000000000002,10.993333333333334,9.934999999999999,9.96,10.425059523809525,10.78,11.506
2016-10-14,9.486845238095238,9.686874149659863,9.22,8.586249999999998,9.904444444444445,10.3675,11.004,9.318000000000001,9.9525,9.883333333333335,10.25,11.013333333333334
2016-10-15,9.3575,9.236,10.959999999999997,9.601666666666667,9.418750000000001,9.158333333333333,10.225,11.946666666666665,9.589999999999998,10.8,10.703333333333333,12.088333333333333
2016-10-16,10.018333333333333,10.492500000000001,9.63,10.06,11.4925,8.202857142857143,10.350666666666665,12.392499999999998,9.908,10.517142857142858,9.024000000000001,10.1775
2016-10-17,9.55375,9.393333333333333,8.47,9.112857142857143,10.870000000000001,9.712,11.59,9.919999999999998,9.852625,11.48,10.189333333333334,12.53
2016-10-18,7.715,9.24,9.2225,10.848,9.9575,12.3325,,,,,,
2016-10-19,10.515,10.459999999999999,11.02,11.266666666666666,10.006666666666668,10.196666666666667,,,,,,
2016-10-20,9.654,8.27,8.487142857142857,9.697999999999999,9.203333333333335,9.588333333333333,,,,,,
2016-10-21,9.384285714285713,9.47,8.565000000000001,10.697777777777777,9.61375,11.028571428571428,,,,,,
