,0,1,2,3,4,5
2016-07-19,24.046666666666663,47.11428571428572,32.22444444444445,40.34090909090909,20.566666666666666,27.69666666666667
2016-07-20,14.665,45.214666666666666,34.61,41.166666666666664,33.033571428571435,40.330555555555556
2016-07-21,25.712500000000002,39.78090909090909,50.786249999999995,30.076666666666668,25.164166666666663,37.585
2016-07-22,40.00874999999999,51.38647058823529,60.40125,41.662666666666674,44.03545454545454,38.78181818181818
2016-07-23,28.36,60.885555555555555,31.628333333333334,28.016666666666666,59.343333333333334,42.410000000000004
2016-07-24,36.160769230769226,29.242500000000003,24.887777777777774,21.813750000000002,26.683,28.336666666666662
2016-07-25,31.18285714285714,68.33875,31.546363636363637,32.105714285714285,31.29777777777777,23.465
2016-07-26,32.281111111111116,29.190000000000005,41.6,65.96333333333334,54.50636363636364,67.3475
2016-07-27,30.07375,50.53818181818181,56.473636363636366,59.51916666666667,31.15555555555555,27.523571428571426
2016-07-28,48.21625,41.151666666666664,49.04666666666666,35.644,44.115454545454554,44.44555555555556
2016-07-29,43.62055555555555,39.90599999999999,54.366923076923065,46.17692307692308,37.785714285714285,34.714999999999996
2016-07-30,8.415,86.42461538461538,48.4375,31.956,46.435,29.81
2016-07-31,37.04333333333334,26.66736842105263,35.285714285714285,39.371111111111105,18.636000000000003,31.07916666666667
2016-08-01,34.182307692307695,28.00833333333333,35.86777777777778,29.05857142857143,42.705,23.776999999999997
2016-08-02,26.113750000000003,36.71,47.304117647058824,24.637500000000003,26.11307692307692,19.329
2016-08-03,38.56363636363636,25.99888888888889,39.617272727272734,29.74833333333333,23.62,40.076666666666675
2016-08-04,44.050000000000004,54.73444444444444,31.36333333333333,34.01333333333333,31.828571428571426,29.245
2016-08-05,47.16090909090909,35.549,64.4575,38.41222222222221,58.73090909090909,64.42727272727274
2016-08-06,31.084999999999994,31.21055555555556,36.08428571428571,31.482499999999995,24.184285714285714,34.705
2016-08-07,26.2325,26.753333333333337,39.919166666666676,26.71111111111111,25.710833333333337,30.326000000000004
2016-08-08,35.467926136363644,35.26685416666667,37.286522817460316,33.53020108363858,9.21,26.531666666666666
2016-08-09,24.525714285714287,37.395,34.344166666666666,38.86714285714286,19.89833333333333,25.5475
2016-08-10,36.614285714285714,19.0625,20.24833333333333,22.612222222222226,28.759999999999998,35.52272727272727
2016-08-11,43.9825,36.12,31.30111111111111,36.940000000000005,24.378888888888888,21.724285714285713
2016-08-12,30.0925,41.31,40.574285714285715,39.20307692307693,47.058,37.805555555555564
2016-08-13,27.0,23.249999999999996,22.615,23.416666666666668,38.73375,12.0125
2016-08-14,24.93,38.01666666666667,34.61,21.392,46.464,37.1125
2016-08-15,31.84,25.072,29.566000000000003,26.915,45.37,31.276
2016-08-16,31.963333333333328,33.61714285714285,24.458333333333332,20.703333333333333,27.498,34.2
2016-08-17,25.503333333333334,22.5375,33.2525,29.913999999999998,16.733333333333334,26.737142857142857
2016-08-18,22.223999999999997,33.50666666666667,21.873333333333335,30.968,29.352857142857147,27.865999999999996
2016-08-19,38.2125,35.926249999999996,35.871,32.172,24.880000000000003,39.2425
2016-08-20,34.015,35.81666666666666,31.106270833333337,19.63,41.11500000000001,17.955999999999996
2016-08-21,32.059999999999995,20.562,21.91,15.883333333333335,17.908333333333335,22.732
2016-08-22,14.437499999999998,17.096,46.364999999999995,26.131666666666664,44.57,18.2
2016-08-23,27.488,19.942,34.839999999999996,40.654,19.04,35.31166666666667
2016-08-24,16.86,26.84,30.28,17.123333333333335,19.38,21.252000000000002
2016-08-25,25.375,27.7825,17.9125,23.1175,21.915,31.746
2016-08-26,30.96666666666667,22.698571428571427,29.97555555555556,19.259999999999998,20.455000000000002,33.723333333333336
2016-08-27,38.842,36.656666666666666,29.87142857142857,26.7,19.395,13.913333333333332
2016-08-28,38.673333333333325,28.497500000000002,41.915,27.171443452380952,44.39000000000001,38.0725
2016-08-29,35.25,8.28,25.927500000000002,42.19857142857143,42.33777777777777,28.987499999999997
2016-08-30,27.5275,37.796666666666674,22.225,19.064999999999998,40.922000000000004,24.448
2016-08-31,37.576,34.82,20.752000000000002,45.66,30.34714285714286,25.496666666666666
2016-09-01,22.802000000000003,26.194999999999997,43.487500000000004,24.247142857142855,24.61,19.463333333333335
2016-09-02,56.845,23.532500000000002,36.145,39.48444444444444,19.18,30.00714285714286
2016-09-03,30.535,27.87,24.715,29.627499999999998,26.3225,25.935
2016-09-04,18.64,24.29,7.45,18.0,31.552500000000002,34.76
2016-09-05,29.575,17.248571428571427,17.52,20.598333333333333,28.225,16.27
2016-09-06,22.15,22.886666666666667,12.38,15.08,18.97,27.709999999999997
2016-09-07,52.712222222222216,48.45,71.38142857142857,42.06,22.56857142857143,22.618571428571432
2016-09-08,42.48166666666667,27.24,34.34250000000001,30.31,33.14666666666667,55.82
2016-09-09,33.22,30.259999999999998,34.004285714285714,32.63333333333333,24.484545454545458,31.011666666666667
2016-09-10,36.137142857142855,37.78285714285714,30.544,52.42529411764707,35.55307692307693,29.2175
2016-09-11,36.07071428571428,34.51823529411765,39.61590909090909,42.10071428571429,42.23818181818182,36.46375
2016-09-12,29.492222222222217,39.91357142857142,44.82,29.30461538461539,30.494545454545456,19.997999999999998
2016-09-13,36.501666666666665,23.89454545454545,23.319999999999997,30.14444444444444,27.54714285714286,31.69692307692308
2016-09-14,44.35750000000001,37.241249999999994,32.217894736842105,40.65352941176471,23.067,35.35846153846154
2016-09-15,34.294000000000004,29.467499999999998,43.4,58.74000000000001,25.865000000000006,31.378749999999997
2016-09-16,24.796666666666667,38.34583333333333,30.5225,36.234,28.01,22.58666666666667
2016-09-17,34.282666666666664,32.19,33.93625,26.021250000000002,26.548750000000002,27.051428571428573
2016-09-18,22.555555555555557,32.910000000000004,28.535,30.325,25.410769230769233,23.91555555555556
2016-09-19,27.874444444444446,31.760000000000005,29.484999999999996,22.508000000000003,24.790000000000003,26.16142857142857
2016-09-20,33.11538461538462,26.672000000000004,28.72076923076923,27.68,24.981111111111108,23.645384615384614
2016-09-21,32.72307692307693,25.640666666666668,42.51636363636364,36.355000000000004,25.683999999999997,29.53111111111111
2016-09-22,22.88375,30.944999999999997,20.622857142857146,40.29833333333334,32.5925,31.19571428571428
2016-09-23,41.932307692307695,33.04142857142857,41.621,37.615,24.026666666666664,32.1
2016-09-24,35.37583333333333,38.611666666666665,36.3125,40.73,30.13740010683761,30.064478632478632
2016-09-25,36.445,32.85307692307692,19.425833333333333,43.271875,33.13692307692308,36.24
2016-09-26,29.69615384615384,30.32599999999999,21.66111111111111,26.93625,35.848,15.77
2016-09-27,34.93555555555556,23.75,19.64375,24.293333333333337,34.384,34.33428571428571
2016-09-28,22.126666666666665,35.68625,34.59875,54.64,30.446,37.69933333333334
2016-09-29,30.364166666666666,28.501666666666665,31.394615384615385,30.538571428571426,19.325714285714287,30.697142857142854
2016-09-30,72.33615384615385,54.99733333333335,31.532222222222224,45.27277777777777,36.011875,53.387368421052635
2016-10-01,17.856,19.828999999999997,26.69545454545454,23.858333333333334,18.400000000000002,19.43090909090909
2016-10-02,18.664545454545454,16.469,15.583999999999998,20.25,20.35666666666667,17.807
2016-10-03,20.558333333333334,19.62545454545455,22.116999999999997,17.345714285714283,17.065,20.708571428571428
2016-10-04,19.75392857142857,24.251153846153848,21.47846153846154,24.189375000000002,20.818666666666665,19.112000000000002
2016-10-05,21.825757575757578,24.757058823529416,24.595000000000002,24.86225,28.167499999999997,17.074285714285715
2016-10-06,24.44000000000001,24.703666666666667,30.946956521739136,22.366799999999998,25.268,27.216923076923077
