,0,1,2,3,4,5,6,7,8,9,10,11
2016-07-19,6.0,6.0,7.0,7.0,7.0,5.0,4.0,4.0,1.0,2.0,3.0,5.0
2016-07-20,3.0,3.0,2.0,3.0,1.0,3.0,3.0,7.0,3.0,5.0,3.0,5.0
2016-07-21,3.0,3.0,3.0,4.0,3.0,6.0,4.0,3.0,3.0,1.0,3.0,1.0
2016-07-22,6.0,11.0,6.0,7.0,3.0,8.0,4.0,3.0,1.0,7.0,6.0,7.0
2016-07-23,4.0,3.0,5.0,2.0,7.0,3.0,3.0,5.0,3.0,3.0,1.0,4.0
2016-07-24,6.0,8.0,7.0,7.0,4.0,6.0,6.0,4.0,9.0,1.0,2.0,3.0
2016-07-25,6.0,5.0,1.0,2.0,3.0,4.0,6.0,5.0,4.0,2.0,3.0,3.0
2016-07-26,4.0,7.0,4.0,3.0,9.0,5.0,1.0,7.0,6.0,2.0,1.0,2.0
2016-07-27,3.0,5.0,1.0,2.0,3.0,8.0,3.0,3.0,3.0,3.0,3.0,5.0
2016-07-28,5.0,3.0,4.0,8.0,4.0,5.0,2.0,3.0,4.0,1.0,3.0,1.0
2016-07-29,6.0,4.0,1.0,2.0,5.0,6.0,4.0,4.0,3.0,6.0,3.0,3.0
2016-07-30,3.0,3.0,3.0,1.0,2.0,7.0,3.0,4.0,5.0,2.0,2.0,3.0
2016-07-31,4.0,8.0,2.0,3.0,2.0,5.0,4.0,1.0,2.0,2.0,5.0,5.0
2016-08-01,3.0,3.0,4.0,3.0,2.0,6.0,3.0,4.0,4.0,1.0,3.0,1.0
2016-08-02,1.0,3.0,4.0,5.0,3.0,3.0,4.0,7.0,1.0,2.0,4.0,1.0
2016-08-03,2.0,1.0,3.0,6.0,2.0,2.0,4.0,8.0,10.0,4.0,3.0,4.0
2016-08-04,2.0,3.0,2.0,6.0,12.0,2.0,2.0,3.0,5.0,5.0,3.0,2.0
2016-08-05,3.0,4.0,7.0,1.0,3.0,5.0,2.0,4.0,7.0,7.0,1.0,2.0
2016-08-06,4.0,3.0,4.0,7.0,3.0,3.0,2.0,9.0,4.0,2.0,2.0,3.0
2016-08-07,1.0,3.0,3.0,5.0,5.0,2.0,3.0,2.0,9.0,2.0,2.0,2.0
2016-08-08,2.0,5.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0
2016-08-09,3.0,3.0,2.0,8.0,10.0,6.0,3.0,5.0,1.0,3.0,1.0,3.0
2016-08-10,4.0,5.0,5.0,5.0,6.0,5.0,3.0,4.0,1.0,3.0,8.0,2.0
2016-08-11,4.0,1.0,2.0,5.0,3.0,4.0,1.0,3.0,4.0,7.0,2.0,4.0
2016-08-12,1.0,7.0,1.0,4.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0
2016-08-13,4.0,5.0,2.0,5.0,4.0,1.0,2.0,3.0,6.0,5.0,4.0,1.0
2016-08-14,3.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,6.0,14.0,5.0,7.0
2016-08-15,2.0,3.0,2.0,5.0,1.0,2.0,1.0,5.0,3.0,2.0,2.0,1.0
2016-08-16,3.0,3.0,1.0,4.0,2.0,3.0,2.0,5.0,2.0,4.0,4.0,1.0
2016-08-17,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0
2016-08-18,4.0,4.0,1.0,1.0,3.0,2.0,6.0,3.0,1.0,1.0,1.0,3.0
2016-08-19,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,7.0,2.0,1.0
2016-08-20,3.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0
2016-08-21,4.0,1.0,1.0,3.0,3.0,5.0,2.0,1.0,4.0,3.0,4.0,1.0
2016-08-22,3.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0
2016-08-23,4.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0
2016-08-24,1.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0
2016-08-25,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0
2016-08-26,3.0,3.0,3.0,4.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0
2016-08-27,1.0,3.0,3.0,9.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0
2016-08-28,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0
2016-08-29,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0
2016-08-30,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0
2016-08-31,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
2016-09-01,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0
2016-09-02,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
2016-09-03,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
2016-09-04,1.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
2016-09-05,7.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0
2016-09-06,2.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,1.0
2016-09-07,6.0,5.0,8.0,3.0,2.0,2.0,5.0,3.0,4.0,1.0,3.0,3.0
2016-09-08,6.0,19.0,7.0,7.0,4.0,2.0,4.0,8.0,3.0,7.0,3.0,1.0
2016-09-09,9.0,5.0,9.0,11.0,12.0,10.0,8.0,3.0,6.0,1.0,5.0,5.0
2016-09-10,17.0,27.0,20.0,25.0,18.0,17.0,20.0,15.0,22.0,8.0,14.0,10.0
2016-09-11,14.0,14.0,22.0,12.0,12.0,11.0,13.0,13.0,8.0,4.0,2.0,4.0
2016-09-12,7.0,8.0,11.0,3.0,5.0,7.0,2.0,5.0,3.0,8.0,6.0,8.0
2016-09-13,7.0,3.0,6.0,6.0,5.0,5.0,4.0,8.0,2.0,7.0,2.0,5.0
