,0,1,2,3,4,5,6,7,8,9,10,11
2016-07-19,2.0,3.0,2.0,4.0,6.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0
2016-07-20,4.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
2016-07-21,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0
2016-07-22,2.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0
2016-07-23,1.0,4.0,4.0,1.0,5.0,1.0,1.0,2.0,5.0,3.0,1.0,2.0
2016-07-24,4.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0
2016-07-25,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0
2016-07-26,1.0,3.0,2.0,1.0,6.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0
2016-07-27,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0
2016-07-28,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0
2016-07-29,3.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0
2016-07-30,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0
2016-07-31,3.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,4.0,1.0,1.0
2016-08-01,1.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0
2016-08-02,1.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0
2016-08-03,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
2016-08-04,3.0,4.0,6.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0
2016-08-05,6.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0
2016-08-06,1.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0
2016-08-07,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0
2016-08-08,3.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
2016-08-09,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0
2016-08-10,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-08-11,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
2016-08-12,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-08-13,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-08-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-08-15,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-08-16,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-08-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-08-18,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
2016-08-19,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
2016-08-20,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
2016-08-21,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
2016-08-22,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-08-23,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-08-24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-08-25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-08-26,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
2016-08-27,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-08-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-08-29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-08-30,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
2016-08-31,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-09-01,2.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0
2016-09-02,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0
2016-09-03,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0
2016-09-04,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0
2016-09-05,6.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
2016-09-06,1.0,6.0,2.0,5.0,1.0,2.0,3.0,2.0,6.0,2.0,2.0,2.0
2016-09-07,2.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0,4.0,3.0,2.0,1.0
2016-09-08,6.0,10.0,5.0,7.0,3.0,4.0,3.0,5.0,2.0,3.0,1.0,2.0
2016-09-09,4.0,5.0,11.0,3.0,7.0,3.0,6.0,2.0,2.0,3.0,1.0,2.0
2016-09-10,9.0,11.0,9.0,20.0,8.0,6.0,7.0,4.0,8.0,8.0,6.0,7.0
2016-09-11,8.0,12.0,10.0,8.0,7.0,8.0,10.0,5.0,5.0,4.0,3.0,2.0
2016-09-12,4.0,6.0,1.0,5.0,5.0,8.0,6.0,3.0,2.0,1.0,1.0,2.0
2016-09-13,4.0,1.0,2.0,2.0,1.0,5.0,3.0,3.0,4.0,3.0,2.0,1.0
2016-09-14,5.0,6.0,8.0,9.0,11.0,6.0,4.0,2.0,4.0,2.0,2.0,3.0
2016-09-15,1.0,6.0,3.0,2.0,5.0,4.0,1.0,3.0,4.0,2.0,1.0,1.0
2016-09-16,6.0,5.0,1.0,3.0,6.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0
2016-09-17,3.0,9.0,6.0,10.0,7.0,2.0,9.0,3.0,7.0,3.0,3.0,4.0
2016-09-18,6.0,8.0,8.0,7.0,5.0,4.0,7.0,4.0,6.0,4.0,2.0,6.0
2016-09-19,8.0,2.0,4.0,2.0,2.0,5.0,3.0,2.0,1.0,2.0,1.0,2.0
2016-09-20,5.0,3.0,5.0,4.0,5.0,3.0,1.0,5.0,3.0,2.0,1.0,2.0
2016-09-21,9.0,5.0,7.0,3.0,5.0,5.0,5.0,2.0,3.0,2.0,2.0,1.0
2016-09-22,4.0,4.0,14.0,6.0,5.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0
2016-09-23,11.0,8.0,5.0,8.0,9.0,5.0,4.0,2.0,3.0,1.0,2.0,2.0
2016-09-24,4.0,4.0,12.0,6.0,7.0,2.0,6.0,4.0,3.0,4.0,3.0,2.0
2016-09-25,5.0,3.0,6.0,4.0,11.0,17.0,8.0,3.0,5.0,6.0,6.0,5.0
2016-09-26,5.0,8.0,8.0,4.0,15.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0
2016-09-27,2.0,7.0,6.0,9.0,5.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0
2016-09-28,5.0,6.0,2.0,2.0,3.0,2.0,5.0,1.0,4.0,3.0,4.0,2.0
2016-09-29,7.0,5.0,8.0,8.0,3.0,1.0,2.0,5.0,5.0,5.0,1.0,2.0
2016-09-30,5.0,11.0,17.0,16.0,9.0,11.0,6.0,7.0,7.0,13.0,10.0,3.0
2016-10-01,14.0,12.0,12.0,11.0,11.0,9.0,8.0,10.0,7.0,7.0,5.0,10.0
2016-10-02,7.0,12.0,15.0,7.0,6.0,5.0,7.0,8.0,8.0,3.0,7.0,3.0
2016-10-03,9.0,9.0,10.0,9.0,12.0,7.0,8.0,7.0,8.0,7.0,3.0,4.0
2016-10-04,10.0,10.0,8.0,5.0,13.0,11.0,2.0,10.0,3.0,3.0,3.0,5.0
2016-10-05,12.0,11.0,6.0,11.0,6.0,8.0,1.0,4.0,2.0,6.0,6.0,8.0
2016-10-06,4.0,7.0,8.0,5.0,8.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0
2016-10-07,15.0,13.0,7.0,5.0,4.0,7.0,9.0,6.0,3.0,9.0,7.0,1.0
2016-10-08,7.0,3.0,3.0,7.0,5.0,5.0,4.0,4.0,2.0,4.0,3.0,1.0
2016-10-09,5.0,4.0,4.0,6.0,7.0,7.0,2.0,1.0,3.0,4.0,3.0,1.0
2016-10-10,4.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0
2016-10-11,3.0,6.0,9.0,5.0,7.0,6.0,2.0,3.0,1.0,3.0,2.0,1.0
2016-10-12,5.0,6.0,10.0,7.0,6.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0
2016-10-13,4.0,4.0,4.0,3.0,3.0,5.0,4.0,1.0,1.0,1.0,4.0,3.0
2016-10-14,4.0,5.0,2.0,9.0,11.0,7.0,3.0,1.0,1.0,1.0,1.0,5.0
2016-10-15,7.0,7.0,6.0,3.0,12.0,5.0,11.0,8.0,4.0,4.0,3.0,5.0
2016-10-16,4.0,6.0,5.0,6.0,3.0,3.0,12.0,3.0,5.0,6.0,3.0,1.0
2016-10-17,5.0,4.0,2.0,9.0,10.0,2.0,6.0,3.0,2.0,3.0,2.0,1.0
2016-10-18,6.0,4.0,5.0,5.0,4.0,3.0,,,,,,
2016-10-19,1.0,4.0,7.0,3.0,8.0,4.0,,,,,,
2016-10-20,6.0,6.0,8.0,4.0,3.0,2.0,1.0,,,,,
2016-10-21,6.0,5.0,6.0,7.0,9.0,9.0,,,,,,
2016-10-22,3.0,6.0,5.0,9.0,8.0,8.0,,,,,,
2016-10-23,7.0,13.0,10.0,9.0,5.0,3.0,,,,,,
2016-10-24,11.0,6.0,4.0,3.0,9.0,4.0,,,,,,
