,0,1,2,3,4,5,6,7,8
2016-09-11,0.885,0.97,1.2,0.08499999999999996,0.22999999999999998,0.25494225925796526,1.068,10.0,0.9465168539325846
2016-09-12,0.6599999999999999,0.7,0.95,0.040000000000000036,0.25,0.31432467291003424,0.84,3.0,0.8895522388059703
2016-09-13,0.7375,0.9850000000000001,1.185,0.24750000000000005,0.19999999999999996,0.40358881125649226,0.98375,8.0,0.9270967741935486
2016-09-14,0.505,0.92,1.2200000000000002,0.41500000000000004,0.30000000000000016,0.42730606851585456,0.8671428571428572,7.0,0.8935632183908043
2016-09-15,0.6,0.97,1.19,0.37,0.21999999999999997,0.3595599161938568,0.88,13.0,0.893
2016-09-16,0.5775,0.655,0.7224999999999999,0.07750000000000001,0.0674999999999999,0.13228756555322954,0.645,4.0,0.8778947368421053
2016-09-17,0.63,0.81,0.9474999999999999,0.18000000000000005,0.13749999999999984,0.19946873884841648,0.7910000000000001,10.0,0.8790909090909091
2016-09-18,0.72,0.775,1.16,0.05500000000000005,0.3849999999999999,0.3418040374249549,0.915,6.0,0.8482692307692308
2016-09-19,0.605,0.76,0.8425,0.15500000000000003,0.08250000000000002,0.298531591479212,0.789,10.0,0.8581818181818183
2016-09-20,0.685,0.755,1.2000000000000002,0.06999999999999995,0.4450000000000002,0.3308574718314016,0.9233333333333333,6.0,0.8253125
2016-09-21,0.675,0.8,0.995,0.125,0.19499999999999995,0.32832620248480815,0.8753333333333334,15.0,0.8408333333333331
2016-09-22,0.8325,0.915,1.0575,0.08250000000000002,0.14250000000000007,0.17062385530751556,0.95375,8.0,0.7882142857142856
2016-09-23,1.0350000000000001,1.17,1.31,0.1349999999999998,0.14000000000000012,0.2614702022538451,1.175,4.0,0.9002702702702705
2016-09-24,0.78,1.03,1.26,0.25,0.22999999999999998,0.28354584393715787,1.0073684210526315,19.0,0.9345945945945947
2016-09-25,0.64,0.79,0.84,0.15000000000000002,0.04999999999999993,0.2562442411277005,0.7688888888888888,9.0,0.9582278481012658
2016-09-26,0.68,0.76,0.97,0.07999999999999996,0.20999999999999996,0.4309324515255005,0.8955555555555554,9.0,0.8484745762711864
2016-09-27,0.845,0.8999999999999999,0.9549999999999998,0.05499999999999994,0.05499999999999994,0.29529343759337806,0.95375,8.0,0.8805714285714287
2016-09-28,0.7124999999999999,1.005,1.2375,0.2925,0.23250000000000015,0.34711669507530174,0.9369999999999999,10.0,0.9050877192982457
2016-09-29,0.65,0.94,1.05,0.2899999999999999,0.1100000000000001,0.2546436379588958,0.8694117647058824,17.0,0.8149275362318841
2016-09-30,0.54,0.93,0.95,0.39,0.019999999999999907,0.3051684416478509,0.7244444444444444,9.0,1.0278260869565212
2016-10-01,0.585,0.86,1.025,0.275,0.16499999999999992,0.26700486257492667,0.812857142857143,35.0,0.7934426229508198
2016-10-02,0.725,0.835,0.9349999999999999,0.10999999999999999,0.09999999999999998,0.16283207827171436,0.8328571428571427,14.0,0.8335483870967741
2016-10-03,0.64,0.72,0.88,0.07999999999999996,0.16000000000000003,0.19379529830999206,0.7376470588235294,17.0,0.8275714285714285
2016-10-04,0.6799999999999999,0.73,0.895,0.050000000000000044,0.16500000000000004,0.18594720658392166,0.7481818181818182,11.0,0.9379464285714285
2016-10-05,0.5675,0.78,0.97,0.21250000000000002,0.18999999999999995,0.3806414044581577,0.8116666666666666,12.0,0.9602366863905324
2016-10-06,0.7,0.81,0.92,0.1100000000000001,0.10999999999999999,0.22461077445216202,0.8300000000000001,13.0,0.904140127388535
2016-10-07,0.68,0.72,0.8525,0.039999999999999925,0.13250000000000006,0.28659107530494465,0.797,10.0,0.8213095238095236
2016-10-08,0.7,0.83,1.07,0.13,0.2400000000000001,0.23380327326244876,0.8652941176470589,17.0,0.8523076923076923
2016-10-09,0.76,0.835,1.0150000000000001,0.07499999999999996,0.18000000000000016,0.25575378785073744,0.861,10.0,0.727017543859649
2016-10-10,0.74,0.92,1.075,0.18000000000000005,0.15499999999999992,0.30486024024439684,0.9121052631578949,19.0,0.8668
2016-10-11,0.6225,0.75,0.8799999999999999,0.12749999999999995,0.1299999999999999,0.22012577573482195,0.79625,8.0,0.8245000000000001
2016-10-12,0.76,0.92,1.0,0.16000000000000003,0.07999999999999996,0.21583815953420077,0.9288888888888889,9.0,0.8439062499999999
2016-10-13,0.79,0.91,1.16,0.12,0.2499999999999999,0.23223182502266926,0.9704347826086955,23.0,0.896582278481013
2016-10-14,0.6699999999999999,0.78,0.89,0.1100000000000001,0.10999999999999999,0.278480726714642,0.7933333333333333,12.0,0.8253086419753084
2016-10-15,0.7024999999999999,0.815,1.015,0.11250000000000004,0.19999999999999996,0.30704287107067746,0.8790909090909089,22.0,0.8861538461538462
2016-10-16,0.6849999999999999,0.745,0.885,0.06000000000000005,0.14,0.2493066141898122,0.7908333333333334,12.0,0.8784931506849314
2016-10-17,0.655,0.84,0.985,0.18499999999999994,0.14500000000000002,0.4042793072144038,0.8842857142857142,14.0,0.8802173913043475
2016-10-18,0.81,0.89,1.08,0.07999999999999996,0.19000000000000006,0.16199096094712026,0.9187500000000001,8.0,0.0
2016-10-19,0.485,0.73,0.8,0.245,0.07000000000000006,0.19848669904295782,0.6583333333333334,12.0,0.91
2016-10-20,0.8300000000000001,0.91,1.17,0.07999999999999996,0.2599999999999999,0.22526751773270495,0.9763636363636364,11.0,0.0
2016-10-21,0.75,0.81,1.03,0.06000000000000005,0.21999999999999997,0.4234028814261897,0.942,5.0,1.1949999999999998
2016-10-22,0.5875,0.755,0.91,0.16749999999999998,0.15500000000000003,0.2941331088372843,0.7000000000000001,8.0,0.0
2016-10-23,0.74,0.82,0.92,0.07999999999999996,0.10000000000000009,0.34303061087897097,0.732,5.0,0.0
2016-10-24,0.91,1.16,1.44,0.2499999999999999,0.28,0.2997823284392268,1.2122222222222223,9.0,0.0
