,0,1,2,3,4,5,6,7,8
2016-09-11,26.75,34.07,44.545,7.32,10.475000000000001,14.440502068834034,37.225,4.0,33.43772727272727
2016-09-12,13.85,13.85,13.85,0.0,0.0,0.0,13.85,1.0,23.18
2016-09-13,25.354999999999997,28.9,29.38,3.5450000000000017,0.4800000000000004,4.396820821154,26.856666666666666,3.0,27.336666666666666
2016-09-14,35.47,35.47,35.47,0.0,0.0,0.0,35.47,1.0,30.323333333333338
2016-09-15,17.24,17.24,17.24,0.0,0.0,0.0,17.24,1.0,36.975833333333334
2016-09-16,20.05,20.05,20.05,0.0,0.0,0.0,20.05,1.0,29.14333333333334
2016-09-17,24.85,25.92,27.4725,1.0700000000000003,1.5524999999999984,3.717807373529008,26.4025,4.0,33.502500000000005
2016-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.207200000000004
2016-09-19,21.8475,21.955,22.0625,0.10749999999999815,0.1075000000000017,0.30405591591021774,21.955,2.0,28.656666666666666
2016-09-20,28.14,28.14,28.14,0.0,0.0,0.0,28.14,1.0,25.987499999999997
2016-09-21,22.682499999999997,23.835,23.99,1.1525000000000034,0.15499999999999758,2.1638295527451623,22.837500000000002,4.0,25.334999999999997
2016-09-22,19.94,19.94,19.94,0.0,0.0,0.0,19.94,1.0,23.19
2016-09-23,20.41,20.59,24.04,0.17999999999999972,3.4499999999999993,3.2333542954646957,22.264,5.0,22.8325
2016-09-24,20.63,21.57,22.2,0.9400000000000013,0.629999999999999,1.7503401030058345,21.212857142857143,7.0,32.24382352941176
2016-09-25,18.387500000000003,19.925,21.4625,1.5374999999999979,1.5374999999999979,4.348706704297267,19.925,2.0,33.786
2016-09-26,18.155,21.939999999999998,28.095000000000002,3.7849999999999966,6.155000000000005,6.978028374834829,23.570000000000004,6.0,26.268666666666668
2016-09-27,26.21,26.21,26.21,0.0,0.0,0.0,26.21,1.0,28.660000000000004
2016-09-28,34.56,34.56,34.56,0.0,0.0,0.0,34.56,1.0,27.48071428571428
2016-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.09
2016-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.874230769230767
2016-10-01,26.61,27.07,35.665000000000006,0.46000000000000085,8.595000000000006,12.78803924059696,32.60142857142857,7.0,26.857812499999994
2016-10-02,20.74,22.84,23.44,2.1000000000000014,0.6000000000000014,2.5318175289700484,21.993333333333332,9.0,28.525000000000002
2016-10-03,17.3875,18.185,20.31,0.7974999999999994,2.125,4.1147002725998565,19.5125,4.0,28.959318181818176
2016-10-04,20.930000000000003,22.259999999999998,24.57,1.3299999999999947,2.3100000000000023,4.437792243897858,23.24,4.0,27.379705882352937
2016-10-05,19.73,20.21,22.46,0.4800000000000004,2.25,1.7296300182408948,20.732000000000003,5.0,27.10321428571428
2016-10-06,17.29,17.97,22.55,0.6799999999999997,4.580000000000002,5.336949503227475,20.665999999999997,5.0,30.365
2016-10-07,19.9025,22.445,24.9875,2.5425000000000004,2.5425000000000004,7.19127596466719,22.445,2.0,63.942000000000014
2016-10-08,35.4075,38.785,42.1625,3.3774999999999977,3.377500000000005,9.553012613830257,38.785,2.0,24.262500000000003
2016-10-09,23.335,25.32,29.42,1.9849999999999994,4.100000000000001,6.206311303826132,26.73,3.0,25.492727272727276
2016-10-10,21.52,21.52,21.52,0.0,0.0,0.0,21.52,1.0,24.61611111111111
2016-10-11,21.935,23.24,28.85,1.3049999999999997,5.610000000000003,7.348122209108937,26.11,3.0,25.081999999999997
2016-10-12,16.945,18.045,19.05,1.1000000000000014,1.004999999999999,1.5911211979816835,17.950000000000003,4.0,23.981538461538467
2016-10-13,29.115000000000002,32.465,36.6225,3.3500000000000014,4.157499999999999,5.70364430284124,33.272499999999994,4.0,28.9075
2016-10-14,20.3,20.3,20.3,0.0,0.0,0.0,20.3,1.0,29.41388888888889
2016-10-15,27.61,27.61,27.61,0.0,0.0,0.0,27.61,1.0,38.99333333333333
2016-10-16,22.575,25.35,28.32,2.775000000000002,2.969999999999999,5.345497794094268,25.176666666666666,6.0,32.69428571428572
2016-10-17,23.2,23.63,24.04,0.4299999999999997,0.41000000000000014,0.840079361330424,23.616666666666664,3.0,27.622666666666664
2016-10-18,25.2975,29.115000000000002,32.9325,3.8175000000000026,3.8174999999999955,10.79752054871858,29.115000000000002,2.0,0.0
2016-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-21,18.96,18.98,19.0,0.019999999999999574,0.019999999999999574,0.056568542494922595,18.98,2.0,0.0
2016-10-22,22.49,22.49,22.49,0.0,0.0,0.0,22.49,1.0,0.0
2016-10-23,17.445,17.48,17.975,0.03500000000000014,0.495000000000001,0.5928181283777786,17.786666666666665,3.0,0.0
2016-10-24,25.9225,27.505000000000003,29.087500000000002,1.5825000000000031,1.5824999999999996,4.475985924910847,27.505000000000003,2.0,0.0
