,0,1,2,3,4,5,6,7,8
2016-09-11,5.9,7.33,8.62,1.4299999999999997,1.2899999999999991,2.7083557789996915,7.900769230769229,13.0,6.270252100840336
2016-09-12,6.08,6.09,6.92,0.009999999999999787,0.8300000000000001,1.1437569671918943,6.305999999999999,5.0,6.175959595959599
2016-09-13,5.58,6.42,8.745000000000001,0.8399999999999999,2.325000000000001,1.9835473273910054,7.050000000000001,11.0,6.419899999999999
2016-09-14,6.02,7.17,9.06,1.1500000000000004,1.8900000000000006,2.760501665358028,7.78777777777778,9.0,6.532692307692306
2016-09-15,4.74,5.51,6.41,0.7699999999999996,0.9000000000000004,3.090121475815169,6.365882352941177,17.0,6.127142857142858
2016-09-16,4.745,5.38,7.279999999999999,0.6349999999999998,1.8999999999999995,2.292287275273532,5.63857142857143,7.0,6.0615189873417705
2016-09-17,5.0275,5.4350000000000005,6.805,0.40750000000000064,1.3699999999999992,1.9283134902465073,6.129375,16.0,6.095619047619047
2016-09-18,5.16,6.24,6.44,1.08,0.20000000000000018,1.4365030545185156,6.210769230769231,13.0,6.4207142857142845
2016-09-19,5.295,6.31,7.38,1.0149999999999997,1.0700000000000003,1.4464099758304414,6.5227272727272725,11.0,7.102530120481929
2016-09-20,5.18,6.46,7.63,1.2800000000000002,1.17,2.7122544790219,6.769230769230767,13.0,6.198585858585856
2016-09-21,5.8525,6.57,8.7375,0.7175000000000002,2.1675000000000004,2.6120892897288828,7.151111111111111,18.0,6.129719626168222
2016-09-22,5.475,7.94,8.555,2.4650000000000007,0.6149999999999993,1.9970701266878665,7.269090909090907,11.0,6.328295454545454
2016-09-23,6.37,7.41,8.86,1.04,1.4499999999999993,2.0131709174476824,7.710000000000001,8.0,6.663983050847456
2016-09-24,4.95,6.69,8.37,1.7400000000000002,1.6799999999999988,2.6991237467000286,7.1376,25.0,6.714666666666667
2016-09-25,5.455,5.96,7.185,0.5049999999999999,1.2249999999999996,1.84536973901823,6.233157894736842,19.0,6.077500000000003
2016-09-26,5.7075000000000005,7.17,9.1325,1.4624999999999995,1.9625000000000004,2.631059620243282,7.661428571428571,14.0,6.42536363636364
2016-09-27,5.5525,5.715,7.315,0.16249999999999964,1.6000000000000005,2.0266252737000987,6.5409999999999995,10.0,6.555714285714287
2016-09-28,5.532500000000001,6.5600000000000005,8.035,1.0274999999999999,1.4749999999999996,1.9522455989930874,6.509166666666668,12.0,6.821999999999998
2016-09-29,6.3675,8.805,9.8375,2.4375,1.0325000000000006,2.431168830842065,8.359166666666669,24.0,6.5749514563106795
2016-09-30,4.48,6.73,8.51,2.25,1.7799999999999994,2.9245124511485803,6.723076923076925,13.0,7.079901477832509
2016-10-01,5.505000000000001,6.34,8.15,0.8349999999999991,1.8100000000000005,1.9210590935159024,6.731458333333335,48.0,6.108333333333332
2016-10-02,4.8075,5.375,7.41,0.5674999999999999,2.035,1.8311831923808093,5.983333333333333,24.0,5.802799999999999
2016-10-03,4.865,5.61,6.640000000000001,0.7450000000000001,1.0300000000000002,1.822609791374145,5.88741935483871,31.0,5.87375
