,0,1,2,3,4,5,6,7,8
2016-09-11,17.7675,23.435000000000002,60.989999999999995,5.667500000000004,37.55499999999999,22.8483159351281,35.90375,8.0,32.36181818181817
2016-09-12,14.790000000000001,17.185000000000002,31.602500000000003,2.3950000000000014,14.4175,19.383549468557096,26.885,6.0,23.40904761904762
2016-09-13,26.23,28.13,35.22,1.8999999999999986,7.09,8.87716734099341,28.82,5.0,40.300000000000004
2016-09-14,19.515,23.04,35.44,3.5249999999999986,12.399999999999999,14.491709616848098,29.31857142857143,7.0,38.573684210526324
2016-09-15,17.22,22.85,27.63,5.630000000000003,4.779999999999998,12.284355090927647,26.036,5.0,34.797272727272734
2016-09-16,27.99,27.99,27.99,0.0,0.0,0.0,27.99,1.0,32.00818181818181
2016-09-17,17.655,19.865000000000002,26.0125,2.210000000000001,6.147499999999997,13.98230846462772,25.655,6.0,25.004166666666674
2016-09-18,17.215,19.33,21.2375,2.1149999999999984,1.9075000000000024,3.075531119443708,19.122500000000002,4.0,27.385
2016-09-19,15.875,15.98,36.88,0.10500000000000043,20.900000000000002,24.19409087635519,29.843333333333334,3.0,29.25142857142857
2016-09-20,14.5,15.69,17.384999999999998,1.1899999999999995,1.6949999999999985,2.899695386300659,16.026666666666667,3.0,25.641666666666666
2016-09-21,15.27,17.49,18.08,2.219999999999999,0.5899999999999999,2.9633989494047763,16.403333333333332,3.0,33.4575
2016-09-22,16.6525,16.8,19.7025,0.14750000000000085,2.9025,15.240684274101907,23.299999999999997,8.0,21.6775
2016-09-23,15.725,16.75,20.73,1.0250000000000004,3.9800000000000004,5.2877878172256505,18.72,3.0,28.747000000000003
2016-09-24,17.56,23.560000000000002,28.299999999999997,6.0000000000000036,4.739999999999995,6.482662454578366,23.03625,8.0,27.14375
2016-09-25,19.17,21.7,39.25,2.5299999999999976,17.55,16.045206403453083,30.43117647058823,17.0,31.61916666666667
2016-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.146666666666665
2016-09-27,17.82,22.38,27.1,4.559999999999999,4.720000000000002,10.952868117529764,24.651999999999997,5.0,23.613333333333333
2016-09-28,16.18,22.68,43.58,6.5,20.9,24.64097096301199,33.48,5.0,33.44166666666667
2016-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.808571428571426
2016-09-30,26.515,30.69,49.785,4.175000000000001,19.094999999999995,14.638602424834858,36.82142857142857,7.0,26.422857142857143
2016-10-01,14.7975,15.32,16.0075,0.5225000000000009,0.6875,1.2010939458121783,15.333333333333334,6.0,29.212758620689655
2016-10-02,16.105,20.0,23.919999999999998,3.8949999999999996,3.919999999999998,11.165194643559575,23.095000000000002,8.0,28.62944444444444
2016-10-03,17.62,20.11,23.07,2.4899999999999984,2.960000000000001,14.371894543788505,24.114444444444445,9.0,28.597619047619045
2016-10-04,17.82,18.77,21.97,0.9499999999999993,3.1999999999999993,7.529488268783183,20.794615384615387,13.0,31.940967741935484
2016-10-05,17.6925,17.92,21.3625,0.2275000000000027,3.442499999999999,6.001373652280427,20.845,8.0,31.30735294117647
2016-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.96
2016-10-07,21.98,25.23,25.490000000000002,3.25,0.26000000000000156,3.9115384867508762,23.236666666666668,3.0,35.376
2016-10-08,15.065,17.02,18.605,1.955,1.5850000000000009,5.603346364110511,18.342857142857145,7.0,21.657333333333334
2016-10-09,16.567500000000003,19.82,47.912499999999994,3.2524999999999977,28.092499999999994,22.698647536802717,32.27,6.0,25.4123076923077
2016-10-10,17.23,18.27,18.86,1.0399999999999991,0.5899999999999999,2.7907973770949406,17.98,5.0,26.812222222222225
2016-10-11,18.095,22.240000000000002,44.879999999999995,4.145000000000003,22.639999999999993,16.810699770851727,30.296249999999997,8.0,39.504444444444445
2016-10-12,37.254999999999995,57.4,60.57,20.145000000000003,3.1700000000000017,25.29109395287862,46.083333333333336,3.0,23.57866666666667
2016-10-13,64.84,64.84,64.84,0.0,0.0,0.0,64.84,1.0,29.092631578947373
2016-10-14,16.26,17.69,18.6,1.4299999999999997,0.9100000000000001,2.359180648728142,17.343333333333334,3.0,31.280588235294122
2016-10-15,32.3975,33.425,38.945,1.0274999999999963,5.520000000000003,9.045003040353276,33.129999999999995,6.0,32.26307692307692
2016-10-16,13.535,13.985,15.607500000000002,0.4499999999999993,1.6225000000000023,2.7953274150165055,14.973749999999999,8.0,25.356279069767446
2016-10-17,15.5,17.67,19.75,2.1700000000000017,2.0799999999999983,12.036921117960356,22.342000000000002,5.0,24.979285714285716
2016-10-18,22.53,23.875,25.4375,1.3449999999999989,1.5625,1.9621820336893652,24.092499999999998,4.0,0.0
2016-10-19,19.255000000000003,22.67,30.155,3.414999999999999,7.484999999999999,11.150409558995282,25.383333333333336,3.0,0.0
2016-10-20,15.39,15.68,19.06,0.28999999999999915,3.379999999999999,5.01205247378756,18.448,5.0,0.0
2016-10-21,23.73,29.900000000000002,51.0125,6.170000000000002,21.1125,19.428574684873674,36.184999999999995,8.0,0.0
2016-10-22,16.525000000000002,30.259999999999998,44.44499999999999,13.734999999999996,14.184999999999995,18.38550126231718,32.41833333333333,6.0,0.0
2016-10-23,16.21,18.915,24.785000000000004,2.7049999999999983,5.8700000000000045,13.607062701301219,24.551250000000003,8.0,25.48
2016-10-24,16.669999999999998,17.784999999999997,21.6225,1.1149999999999984,3.837500000000002,6.529748591382877,20.058333333333334,6.0,0.0
