,0,1,2,3,4,5,6,7,8
2016-09-11,0.745,1.3,1.37,0.555,0.07000000000000006,0.3685040543810042,1.1042857142857143,7.0,0.9465168539325846
2016-09-12,0.7074999999999999,0.8,0.9025,0.09250000000000014,0.10249999999999992,0.32578281790856384,0.9129999999999999,10.0,0.8895522388059703
2016-09-13,0.65,0.8,0.94,0.15000000000000002,0.1399999999999999,0.19777066338089086,0.8041176470588235,17.0,0.9270967741935486
2016-09-14,0.83,0.94,1.2,0.10999999999999999,0.26,0.3220189287544918,0.9880952380952379,21.0,0.8935632183908043
2016-09-15,0.695,0.8200000000000001,1.03,0.1250000000000001,0.20999999999999996,0.26441309671475377,0.795,8.0,0.893
2016-09-16,0.885,0.96,1.15,0.07499999999999996,0.18999999999999995,0.17413732949545746,1.002857142857143,7.0,0.8778947368421053
2016-09-17,0.68,0.74,0.92,0.05999999999999994,0.18000000000000005,0.18932403371888562,0.7853846153846153,13.0,0.8790909090909091
2016-09-18,0.585,0.655,1.1400000000000001,0.07000000000000006,0.4850000000000001,0.31153995386971295,0.8200000000000001,8.0,0.8482692307692308
2016-09-19,0.65,0.81,1.25,0.16000000000000003,0.43999999999999995,0.3851366248232175,0.9707142857142858,14.0,0.8581818181818183
2016-09-20,0.6024999999999999,0.6950000000000001,1.03,0.09250000000000014,0.33499999999999996,0.42419931040143727,0.8528571428571429,14.0,0.8253125
2016-09-21,0.87,0.97,1.03,0.09999999999999998,0.06000000000000005,0.16908501882113505,0.9569230769230769,13.0,0.8408333333333331
2016-09-22,0.76,0.88,1.04,0.12,0.16000000000000003,0.21775298766346154,0.8681818181818183,11.0,0.7882142857142856
2016-09-23,0.6625000000000001,0.86,0.9925,0.1974999999999999,0.13250000000000006,0.2787588953542657,0.8525,24.0,0.9002702702702705
2016-09-24,0.7175,0.885,1.0375,0.16749999999999998,0.15250000000000008,0.24260392961917718,0.8883333333333333,6.0,0.9345945945945947
2016-09-25,0.6875,0.8,0.8725,0.11250000000000004,0.07250000000000001,0.20404247923737193,0.8183333333333334,12.0,0.9582278481012658
2016-09-26,0.73,0.81,0.86,0.08000000000000007,0.04999999999999993,0.1379714141085432,0.8011111111111112,9.0,0.8484745762711864
2016-09-27,0.65,1.03,1.25,0.38,0.21999999999999997,0.39011832524544104,0.9861538461538462,13.0,0.8805714285714287
2016-09-28,0.73,0.83,1.3,0.09999999999999998,0.4700000000000001,0.38149195418922155,0.9411111111111112,9.0,0.9050877192982457
2016-09-29,0.5925,0.88,0.9975,0.2875,0.11750000000000005,0.24738964001535735,0.8138888888888889,18.0,0.8149275362318841
2016-09-30,0.6224999999999999,0.76,1.1824999999999999,0.13750000000000007,0.4224999999999999,0.4424238792028397,0.9127777777777778,18.0,1.0278260869565212
2016-10-01,0.53,0.68,0.88,0.15000000000000002,0.19999999999999996,0.3585725375790544,0.7435294117647059,17.0,0.7934426229508198
2016-10-02,0.745,0.8200000000000001,0.88,0.07500000000000007,0.05999999999999994,0.11230538722608101,0.8312499999999999,8.0,0.8335483870967741
2016-10-03,0.725,0.87,0.9924999999999999,0.14500000000000002,0.12249999999999994,0.16354083403115072,0.8707142857142856,14.0,0.8275714285714285
2016-10-04,0.6174999999999999,0.825,1.04,0.20750000000000002,0.21500000000000008,0.2674084425224364,0.825357142857143,28.0,0.9379464285714285
2016-10-05,0.825,0.955,1.15,0.13,0.19499999999999995,0.25755186605745534,0.9865625000000001,32.0,0.9602366863905324
2016-10-06,0.75,1.0550000000000002,1.22,0.30500000000000016,0.1649999999999998,0.35066556698552687,1.0038888888888888,18.0,0.904140127388535
2016-10-07,0.645,0.77,1.03,0.125,0.26,0.25046236813034883,0.8422580645161293,31.0,0.8213095238095236
2016-10-08,0.7525,0.845,0.9824999999999999,0.09250000000000003,0.13749999999999996,0.24628670864897045,0.895,8.0,0.8523076923076923
2016-10-09,0.68,0.83,0.94,0.1499999999999999,0.10999999999999999,0.24180411652664385,0.8323076923076924,13.0,0.727017543859649
2016-10-10,0.705,0.725,0.7875,0.020000000000000018,0.0625,0.1767766952966369,0.7975,8.0,0.8668
2016-10-11,0.7649999999999999,0.89,0.99,0.1250000000000001,0.09999999999999998,0.2746133645691702,0.8912500000000001,8.0,0.8245000000000001
2016-10-12,0.5275000000000001,0.78,0.97,0.25249999999999995,0.18999999999999995,0.3819593128419134,0.784375,16.0,0.8439062499999999
2016-10-13,0.61,0.75,0.86,0.14,0.10999999999999999,0.4530575141316068,0.7911111111111112,9.0,0.896582278481013
2016-10-14,0.595,0.7,0.9425,0.10499999999999998,0.24250000000000005,0.33462212971793975,0.8291666666666666,12.0,0.8253086419753084
2016-10-15,0.67,0.87,1.06,0.19999999999999996,0.19000000000000006,0.2888680700679151,0.8861904761904762,21.0,0.8861538461538462
2016-10-16,0.73,0.88,1.03,0.15000000000000002,0.15000000000000002,0.36124651917914397,0.860952380952381,21.0,0.8784931506849314
2016-10-17,0.73,0.86,0.98,0.13,0.12,0.23967502507991698,0.8876470588235295,17.0,0.8802173913043475
2016-10-18,0.8200000000000001,0.92,1.3199999999999998,0.09999999999999998,0.3999999999999998,0.41161544277064327,1.0245454545454544,11.0,0.0
2016-10-19,0.53,0.78,0.83,0.25,0.04999999999999993,0.2235011807077935,0.6855555555555556,9.0,0.91
2016-10-20,0.67,0.77,0.91,0.09999999999999998,0.14,0.18394536535585077,0.7923076923076924,13.0,0.0
2016-10-21,0.7,0.955,1.0725,0.255,0.11750000000000005,0.20572856492048552,0.9183333333333334,12.0,1.1949999999999998
2016-10-22,0.7224999999999999,0.94,1.185,0.21750000000000003,0.2450000000000001,0.2896392740822782,0.9199999999999999,12.0,0.0
