,pressure,sea_pressure,wind_speed,temperature,rel_humidity,wind_direction,precipitation
2016-07-01 00:00:00,1000.4,1005.3,2.1,26.4,94.0,225.0,0.0
2016-07-01 00:20:00,1000.4,1005.3,2.1,26.4,94.0,225.0,0.0
2016-07-01 00:40:00,1000.4,1005.3,2.1,26.4,94.0,225.0,0.0
2016-07-01 01:00:00,1000.45,1005.3,2.4000000000000004,27.7,85.0,206.0,0.0
2016-07-01 01:20:00,1000.4666666666667,1005.3,2.5,28.133333333333333,82.0,199.66666666666666,0.0
2016-07-01 01:40:00,1000.4833333333333,1005.3,2.6,28.566666666666666,79.0,193.33333333333334,0.0
2016-07-01 02:00:00,1000.5,1005.3,2.7,29.0,76.0,187.0,0.0
2016-07-01 02:20:00,1000.5166666666667,1005.3,2.8000000000000003,29.433333333333334,73.0,180.66666666666666,0.0
2016-07-01 02:40:00,1000.5333333333333,1005.3,2.9000000000000004,29.866666666666667,70.0,174.33333333333334,0.0
2016-07-01 03:00:00,1000.5,1005.3,2.7,29.0,76.0,187.0,0.0
2016-07-01 03:20:00,1000.5,1005.3,2.7,29.0,76.0,187.0,0.0
2016-07-01 03:40:00,1000.5,1005.3,2.7,29.0,76.0,187.0,0.0
2016-07-01 04:00:00,999.7,1004.5,2.8,30.35,71.5,199.5,0.0
2016-07-01 04:20:00,999.4333333333333,1004.2333333333333,2.8333333333333335,30.8,70.0,203.66666666666666,0.0
2016-07-01 04:40:00,999.1666666666666,1003.9666666666667,2.8666666666666667,31.25,68.5,207.83333333333334,0.0
2016-07-01 05:00:00,998.9,1003.7,2.9,31.7,67.0,212.0,0.0
2016-07-01 05:20:00,998.6333333333333,1003.4333333333334,2.933333333333333,32.15,65.5,216.16666666666666,0.0
2016-07-01 05:40:00,998.3666666666667,1003.1666666666667,2.9666666666666663,32.6,64.0,220.33333333333334,0.0
2016-07-01 06:00:00,998.9,1003.7,2.9,31.7,67.0,212.0,0.0
2016-07-01 06:20:00,998.9,1003.7,2.9,31.7,67.0,212.0,0.0
2016-07-01 06:40:00,998.9,1003.7,2.9,31.7,67.0,212.0,0.0
2016-07-01 07:00:00,998.8,1003.6,2.8,31.65,63.0,228.0,0.0
2016-07-01 07:20:00,998.7666666666667,1003.5666666666667,2.7666666666666666,31.633333333333333,61.666666666666664,233.33333333333334,0.0
2016-07-01 07:40:00,998.7333333333333,1003.5333333333333,2.7333333333333334,31.616666666666667,60.333333333333336,238.66666666666666,0.0
2016-07-01 08:00:00,998.7,1003.5,2.7,31.6,59.0,244.0,0.0
2016-07-01 08:20:00,998.6666666666667,1003.4666666666667,2.666666666666667,31.583333333333336,57.666666666666664,249.33333333333334,0.0
2016-07-01 08:40:00,998.6333333333334,1003.4333333333333,2.6333333333333337,31.56666666666667,56.333333333333336,254.66666666666666,0.0
2016-07-01 09:00:00,998.7,1003.5,2.7,31.6,59.0,244.0,0.0
2016-07-01 09:20:00,998.7,1003.5,2.7,31.6,59.0,244.0,0.0
2016-07-01 09:40:00,998.7,1003.5,2.7,31.6,59.0,244.0,0.0
2016-07-01 10:00:00,999.2,1004.0,2.0,30.75,63.5,233.0,0.0
2016-07-01 10:20:00,999.3666666666667,1004.1666666666666,1.7666666666666666,30.466666666666665,65.0,229.33333333333334,0.0
2016-07-01 10:40:00,999.5333333333334,1004.3333333333334,1.5333333333333334,30.183333333333334,66.5,225.66666666666666,0.0
2016-07-01 11:00:00,999.7,1004.5,1.3,29.9,68.0,222.0,0.0
2016-07-01 11:20:00,999.8666666666667,1004.6666666666666,1.0666666666666667,29.616666666666664,69.5,218.33333333333334,0.0
2016-07-01 11:40:00,1000.0333333333334,1004.8333333333334,0.8333333333333333,29.333333333333332,71.0,214.66666666666666,0.0
2016-07-01 12:00:00,999.7,1004.5,1.3,29.9,68.0,222.0,0.0
2016-07-01 12:20:00,999.7,1004.5,1.3,29.9,68.0,222.0,0.0
2016-07-01 12:40:00,999.7,1004.5,1.3,29.9,68.0,222.0,0.0
2016-07-01 13:00:00,999.85,1004.65,1.4500000000000002,28.85,75.0,162.0,0.0
2016-07-01 13:20:00,999.9,1004.6999999999999,1.5,28.5,77.33333333333333,142.0,0.0
2016-07-01 13:40:00,999.95,1004.75,1.55,28.15,79.66666666666667,122.0,0.0
2016-07-01 14:00:00,1000.0,1004.8,1.6,27.8,82.0,102.0,0.0
2016-07-01 14:20:00,1000.05,1004.8499999999999,1.6500000000000001,27.450000000000003,84.33333333333333,82.0,0.0
2016-07-01 14:40:00,1000.1,1004.9,1.7000000000000002,27.1,86.66666666666667,62.0,0.0
2016-07-01 15:00:00,1000.0,1004.8,1.6,27.8,82.0,102.0,0.0
2016-07-01 15:20:00,1000.0,1004.8,1.6,27.8,82.0,102.0,0.0
2016-07-01 15:40:00,1000.0,1004.8,1.6,27.8,82.0,102.0,0.0
2016-07-01 16:00:00,999.4,1004.2,1.75,26.9,85.5,152.0,0.0
2016-07-01 16:20:00,999.1999999999999,1004.0,1.8,26.6,86.66666666666667,168.66666666666669,0.0
2016-07-01 16:40:00,999.0,1003.8,1.8499999999999999,26.3,87.83333333333333,185.33333333333331,0.0
2016-07-01 17:00:00,998.8,1003.6,1.9,26.0,89.0,202.0,0.0
2016-07-01 17:20:00,998.5999999999999,1003.4000000000001,1.95,25.7,90.16666666666667,218.66666666666669,0.0
2016-07-01 17:40:00,998.4,1003.2,1.9999999999999998,25.4,91.33333333333333,235.33333333333334,0.0
2016-07-01 18:00:00,998.8,1003.6,1.9,26.0,89.0,202.0,0.0
2016-07-01 18:20:00,998.8,1003.6,1.9,26.0,89.0,202.0,0.0
2016-07-01 18:40:00,998.8,1003.6,1.9,26.0,89.0,202.0,0.0
2016-07-01 19:00:00,999.5,1004.3,2.05,25.75,89.5,268.0,0.0
2016-07-01 19:20:00,999.7333333333333,1004.5333333333333,2.1,25.666666666666668,89.66666666666667,290.0,0.0
2016-07-01 19:40:00,999.9666666666667,1004.7666666666667,2.1500000000000004,25.583333333333332,89.83333333333333,312.0,0.0
2016-07-01 20:00:00,1000.2,1005.0,2.2,25.5,90.0,334.0,0.0
2016-07-01 20:20:00,1000.4333333333334,1005.2333333333333,2.25,25.416666666666668,90.16666666666667,356.0,0.0
2016-07-01 20:40:00,1000.6666666666667,1005.4666666666667,2.3000000000000003,25.333333333333332,90.33333333333333,18.0,0.0
2016-07-01 21:00:00,1000.2,1005.0,2.2,25.5,90.0,334.0,0.0
2016-07-01 21:20:00,1000.2,1005.0,2.2,25.5,90.0,334.0,0.0
2016-07-01 21:40:00,1000.2,1005.0,2.2,25.5,90.0,334.0,0.0
2016-07-01 22:00:00,1000.9000000000001,1005.7,2.0,26.15,86.0,324.5,0.0
2016-07-01 22:20:00,1001.1333333333333,1005.9333333333333,1.9333333333333333,26.366666666666667,84.66666666666667,321.3333333333333,0.0
2016-07-01 22:40:00,1001.3666666666667,1006.1666666666666,1.8666666666666667,26.583333333333336,83.33333333333333,318.1666666666667,0.0
2016-07-01 23:00:00,1001.6,1006.4,1.8,26.8,82.0,315.0,0.0
