,0,1,2,3,4,5,6,7,8,9,10,11
2016-07-19,2.0,8.0,4.0,10.0,6.0,6.0,8.0,11.0,14.0,9.0,8.0,7.0
2016-07-20,3.0,4.0,4.0,5.0,7.0,5.0,9.0,15.0,20.0,14.0,11.0,11.0
2016-07-21,1.0,3.0,3.0,4.0,6.0,9.0,4.0,2.0,3.0,12.0,11.0,8.0
2016-07-22,6.0,3.0,4.0,7.0,6.0,5.0,7.0,8.0,9.0,12.0,11.0,5.0
2016-07-23,4.0,4.0,3.0,11.0,9.0,11.0,5.0,13.0,9.0,12.0,15.0,8.0
2016-07-24,3.0,4.0,3.0,5.0,8.0,8.0,5.0,5.0,4.0,15.0,10.0,10.0
2016-07-25,3.0,2.0,3.0,7.0,7.0,10.0,6.0,11.0,14.0,15.0,13.0,11.0
2016-07-26,5.0,2.0,1.0,5.0,3.0,7.0,8.0,10.0,13.0,21.0,7.0,15.0
2016-07-27,2.0,5.0,7.0,3.0,6.0,8.0,10.0,8.0,9.0,11.0,15.0,11.0
2016-07-28,3.0,1.0,5.0,5.0,7.0,9.0,7.0,7.0,12.0,14.0,15.0,14.0
2016-07-29,5.0,2.0,3.0,6.0,13.0,3.0,10.0,10.0,11.0,11.0,8.0,14.0
2016-07-30,3.0,2.0,4.0,4.0,9.0,7.0,9.0,8.0,6.0,6.0,11.0,8.0
2016-07-31,2.0,4.0,4.0,2.0,5.0,4.0,4.0,12.0,4.0,6.0,8.0,8.0
2016-08-01,2.0,4.0,1.0,7.0,9.0,14.0,8.0,10.0,7.0,13.0,8.0,6.0
2016-08-02,2.0,3.0,5.0,9.0,3.0,4.0,3.0,11.0,8.0,8.0,11.0,7.0
2016-08-03,1.0,1.0,4.0,6.0,5.0,8.0,5.0,6.0,5.0,8.0,12.0,6.0
2016-08-04,3.0,2.0,3.0,8.0,8.0,6.0,2.0,3.0,9.0,8.0,16.0,6.0
2016-08-05,3.0,7.0,7.0,6.0,4.0,5.0,5.0,3.0,8.0,7.0,8.0,6.0
2016-08-06,3.0,7.0,6.0,3.0,8.0,3.0,7.0,4.0,12.0,7.0,5.0,6.0
2016-08-07,3.0,2.0,2.0,5.0,6.0,5.0,7.0,8.0,11.0,4.0,7.0,9.0
2016-08-08,1.0,5.0,5.0,5.0,10.0,8.0,7.0,11.0,8.0,15.0,9.0,4.0
2016-08-09,2.0,3.0,4.0,5.0,7.0,9.0,10.0,5.0,9.0,10.0,1.0,3.0
2016-08-10,2.0,3.0,3.0,5.0,2.0,9.0,8.0,7.0,11.0,5.0,9.0,7.0
2016-08-11,4.0,2.0,3.0,7.0,3.0,10.0,9.0,9.0,5.0,10.0,7.0,11.0
2016-08-12,3.0,5.0,7.0,4.0,7.0,3.0,11.0,8.0,8.0,10.0,11.0,12.0
2016-08-13,3.0,5.0,2.0,3.0,7.0,10.0,5.0,8.0,6.0,6.0,8.0,7.0
2016-08-14,1.0,5.0,3.0,3.0,9.0,3.0,8.0,7.0,6.0,12.0,9.0,2.0
2016-08-15,4.0,3.0,5.0,8.0,7.0,3.0,1.0,6.0,10.0,12.0,10.0,8.0
2016-08-16,6.0,2.0,4.0,3.0,4.0,7.0,1.0,9.0,14.0,6.0,9.0,11.0
2016-08-17,2.0,2.0,7.0,5.0,3.0,10.0,3.0,8.0,8.0,7.0,12.0,8.0
2016-08-18,2.0,5.0,5.0,10.0,5.0,7.0,6.0,7.0,7.0,11.0,16.0,17.0
2016-08-19,3.0,5.0,4.0,5.0,7.0,9.0,8.0,5.0,6.0,9.0,11.0,7.0
2016-08-20,2.0,5.0,4.0,9.0,6.0,3.0,15.0,14.0,9.0,6.0,7.0,7.0
2016-08-21,2.0,3.0,2.0,7.0,3.0,3.0,2.0,4.0,4.0,3.0,10.0,7.0
2016-08-22,1.0,3.0,10.0,4.0,4.0,3.0,3.0,14.0,8.0,9.0,3.0,6.0
2016-08-23,4.0,4.0,6.0,6.0,4.0,4.0,8.0,7.0,4.0,4.0,5.0,10.0
2016-08-24,4.0,3.0,4.0,5.0,4.0,11.0,7.0,9.0,9.0,6.0,3.0,5.0
2016-08-25,3.0,2.0,3.0,4.0,7.0,8.0,7.0,11.0,12.0,3.0,5.0,8.0
2016-08-26,2.0,5.0,2.0,4.0,5.0,5.0,6.0,1.0,5.0,3.0,5.0,2.0
2016-08-27,2.0,1.0,1.0,5.0,8.0,7.0,2.0,3.0,3.0,6.0,12.0,9.0
2016-08-28,2.0,2.0,2.0,1.0,3.0,3.0,1.0,6.0,3.0,2.0,5.0,3.0
2016-08-29,1.0,3.0,1.0,6.0,5.0,3.0,8.0,3.0,4.0,1.0,5.0,4.0
2016-08-30,1.0,1.0,2.0,7.0,5.0,4.0,1.0,3.0,3.0,4.0,1.0,3.0
2016-08-31,3.0,4.0,2.0,1.0,3.0,2.0,5.0,4.0,7.0,3.0,7.0,5.0
2016-09-01,1.0,2.0,4.0,4.0,8.0,6.0,11.0,5.0,9.0,11.0,10.0,4.0
2016-09-02,1.0,3.0,1.0,7.0,3.0,4.0,7.0,12.0,10.0,11.0,9.0,6.0
2016-09-03,1.0,1.0,3.0,6.0,5.0,5.0,5.0,3.0,6.0,8.0,4.0,7.0
2016-09-04,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,7.0,7.0,9.0,5.0
2016-09-05,1.0,1.0,1.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,4.0
