,0,1,2,3,4,5,6,7,8,9,10,11
2016-07-19,6.0,5.0,8.0,7.0,8.0,8.0,12.0,11.0,12.0,16.0,12.0,14.0
2016-07-20,3.0,8.0,3.0,6.0,11.0,9.0,11.0,3.0,2.0,2.0,9.0,2.0
2016-07-21,3.0,2.0,3.0,12.0,11.0,10.0,10.0,17.0,16.0,9.0,6.0,7.0
2016-07-22,3.0,8.0,6.0,8.0,14.0,8.0,7.0,7.0,7.0,8.0,6.0,12.0
2016-07-23,2.0,12.0,13.0,13.0,9.0,10.0,8.0,11.0,10.0,14.0,13.0,20.0
2016-07-24,5.0,3.0,6.0,4.0,9.0,7.0,6.0,5.0,14.0,10.0,9.0,7.0
2016-07-25,7.0,4.0,3.0,15.0,9.0,16.0,14.0,13.0,15.0,7.0,14.0,9.0
2016-07-26,4.0,5.0,10.0,8.0,12.0,3.0,14.0,18.0,13.0,13.0,11.0,6.0
2016-07-27,1.0,5.0,5.0,4.0,12.0,11.0,9.0,14.0,12.0,10.0,15.0,9.0
2016-07-28,3.0,3.0,4.0,3.0,6.0,6.0,15.0,17.0,17.0,10.0,15.0,10.0
2016-07-29,3.0,7.0,9.0,14.0,7.0,9.0,11.0,12.0,14.0,14.0,17.0,12.0
2016-07-30,5.0,6.0,4.0,3.0,10.0,14.0,15.0,15.0,21.0,15.0,26.0,16.0
2016-07-31,1.0,4.0,4.0,2.0,7.0,3.0,15.0,16.0,10.0,10.0,18.0,11.0
2016-08-01,4.0,4.0,6.0,11.0,10.0,18.0,12.0,13.0,10.0,22.0,11.0,10.0
2016-08-02,4.0,2.0,4.0,12.0,6.0,9.0,14.0,8.0,11.0,23.0,12.0,12.0
2016-08-03,6.0,1.0,3.0,3.0,6.0,14.0,9.0,9.0,16.0,17.0,14.0,15.0
2016-08-04,6.0,5.0,5.0,6.0,6.0,14.0,9.0,14.0,10.0,12.0,14.0,11.0
2016-08-05,2.0,7.0,6.0,6.0,8.0,6.0,9.0,13.0,11.0,16.0,16.0,12.0
2016-08-06,5.0,4.0,11.0,8.0,12.0,10.0,15.0,12.0,23.0,18.0,4.0,1.0
2016-08-07,3.0,6.0,6.0,5.0,8.0,9.0,9.0,9.0,12.0,17.0,7.0,10.0
