,0,1,2,3,4,5,6,7,8,9,10,11
2016-07-19,6.0,4.0,6.0,9.0,9.0,9.0,13.0,14.0,11.0,14.0,9.0,11.0
2016-07-20,4.0,9.0,4.0,8.0,10.0,9.0,10.0,2.0,2.0,2.0,9.0,2.0
2016-07-21,3.0,2.0,3.0,13.0,13.0,10.0,10.0,13.0,16.0,7.0,5.0,6.0
2016-07-22,3.0,7.0,7.0,8.0,16.0,8.0,7.0,8.0,8.0,9.0,9.0,12.0
2016-07-23,4.0,16.0,14.0,13.0,9.0,10.0,8.0,10.0,11.0,14.0,12.0,20.0
2016-07-24,4.0,3.0,7.0,3.0,10.0,8.0,7.0,6.0,15.0,10.0,10.0,6.0
2016-07-25,7.0,4.0,4.0,13.0,10.0,7.0,3.0,5.0,10.0,7.0,15.0,9.0
2016-07-26,4.0,6.0,9.0,8.0,14.0,4.0,12.0,18.0,16.0,13.0,10.0,9.0
2016-07-27,1.0,5.0,5.0,5.0,12.0,12.0,11.0,12.0,6.0,13.0,16.0,9.0
2016-07-28,3.0,3.0,3.0,3.0,6.0,8.0,15.0,18.0,18.0,10.0,14.0,10.0
2016-07-29,3.0,6.0,9.0,13.0,8.0,10.0,13.0,5.0,16.0,14.0,19.0,13.0
2016-07-30,3.0,6.0,6.0,2.0,10.0,16.0,13.0,17.0,21.0,15.0,22.0,13.0
2016-07-31,1.0,4.0,3.0,2.0,7.0,4.0,14.0,13.0,12.0,10.0,16.0,14.0
2016-08-01,4.0,4.0,6.0,12.0,9.0,11.0,13.0,8.0,7.0,23.0,10.0,9.0
2016-08-02,4.0,2.0,4.0,13.0,7.0,6.0,14.0,9.0,14.0,19.0,10.0,10.0
2016-08-03,7.0,1.0,3.0,4.0,7.0,15.0,4.0,7.0,15.0,16.0,11.0,15.0
2016-08-04,5.0,5.0,4.0,6.0,7.0,13.0,11.0,13.0,9.0,9.0,10.0,12.0
2016-08-05,2.0,6.0,6.0,5.0,7.0,7.0,10.0,13.0,11.0,18.0,17.0,10.0
2016-08-06,6.0,5.0,11.0,7.0,12.0,7.0,14.0,16.0,23.0,10.0,5.0,1.0
2016-08-07,3.0,8.0,6.0,6.0,6.0,8.0,12.0,7.0,12.0,10.0,7.0,8.0
2016-08-08,4.0,2.0,7.0,11.0,7.0,16.0,4.0,8.0,11.0,13.0,14.0,3.0
2016-08-09,7.0,6.0,5.0,4.0,7.0,8.0,4.0,8.0,12.0,4.0,13.0,13.0
2016-08-10,5.0,6.0,2.0,7.0,9.0,8.0,8.0,7.0,11.0,3.0,11.0,5.0
2016-08-11,5.0,4.0,8.0,10.0,7.0,7.0,4.0,7.0,13.0,8.0,17.0,6.0
2016-08-12,3.0,6.0,8.0,5.0,8.0,5.0,9.0,8.0,13.0,10.0,12.0,14.0
2016-08-13,6.0,5.0,8.0,6.0,6.0,5.0,13.0,3.0,5.0,5.0,6.0,1.0
2016-08-14,1.0,4.0,4.0,3.0,9.0,1.0,4.0,6.0,7.0,7.0,11.0,6.0
2016-08-15,1.0,2.0,7.0,2.0,7.0,10.0,12.0,6.0,15.0,12.0,15.0,12.0
2016-08-16,3.0,3.0,4.0,9.0,7.0,5.0,10.0,13.0,11.0,4.0,8.0,10.0
2016-08-17,2.0,3.0,3.0,7.0,19.0,6.0,4.0,4.0,5.0,11.0,11.0,9.0
2016-08-18,2.0,7.0,8.0,6.0,8.0,3.0,7.0,6.0,11.0,10.0,9.0,10.0
2016-08-19,2.0,5.0,1.0,7.0,13.0,5.0,8.0,11.0,3.0,1.0,6.0,6.0
2016-08-20,4.0,7.0,4.0,8.0,9.0,12.0,12.0,13.0,12.0,12.0,8.0,6.0
2016-08-21,3.0,2.0,2.0,3.0,3.0,3.0,3.0,8.0,5.0,7.0,7.0,7.0
2016-08-22,3.0,3.0,6.0,4.0,2.0,6.0,7.0,5.0,17.0,7.0,4.0,7.0
2016-08-23,2.0,1.0,2.0,4.0,12.0,9.0,10.0,12.0,10.0,13.0,12.0,8.0
2016-08-24,2.0,2.0,2.0,6.0,4.0,5.0,7.0,8.0,7.0,11.0,9.0,11.0
